distance_km,traffic_level,rain_mm,departure_min,vehicle_type,travel_time_min
8.24,7,3.4,51,1,36.2
8.16,9,6.6,54,0,49.3
7.61,7,4.4,91,1,44.4
7.82,3,1.5,135,0,30.6
7.94,8,0.0,142,1,38.4
7.98,5,0.0,150,1,33.1
8.16,6,0.0,90,0,33.1
8.04,8,4.3,142,1,52.2
7.67,3,0.0,59,0,32.9
8.1,7,0.0,32,1,36.6
8.15,6,1.4,147,1,37.0
8.14,8,0.0,150,1,51.1
8.27,3,6.3,139,0,42.2
8.21,5,9.6,86,1,41.5
8.11,8,0.0,173,0,51.7
7.98,1,0.0,168,1,30.4
7.58,2,6.7,125,1,31.6
8.11,10,0.0,179,1,47.8
8.05,4,4.2,93,0,37.5
8.07,10,6.6,122,1,48.7
7.68,3,0.0,173,1,36.3
7.73,5,0.0,118,0,37.3
8.26,7,0.0,119,0,48.7
7.99,7,0.0,51,0,39.4
8.17,6,0.0,78,1,36.2
8.01,6,5.8,68,1,39.4
8.01,8,0.0,132,1,40.9
8.23,4,0.5,96,1,32.8
7.87,5,0.0,50,0,38.8
8.02,3,0.0,124,1,36.0
7.88,6,0.0,144,1,40.1
7.89,4,2.5,152,1,33.0
7.92,4,0.0,164,0,36.7
8.06,5,0.0,120,0,38.0
7.88,1,2.0,107,0,36.4
8.31,2,0.0,146,0,37.5
7.78,7,0.0,33,0,44.5
7.95,5,0.0,140,0,37.9
7.89,8,0.8,110,0,42.3
8.36,7,0.0,116,1,43.5
8.05,1,0.0,93,1,25.7
8.26,6,0.0,61,0,41.6
7.63,2,8.4,109,1,35.0
8.07,7,0.0,95,1,39.2
8.22,10,0.0,176,0,55.8
8.02,6,0.0,175,0,39.1
8.27,7,0.0,141,0,45.6
7.87,4,1.6,171,0,41.6
8.35,5,0.0,154,1,43.6
8.57,8,3.8,101,0,49.7
7.91,3,3.4,136,1,38.3
7.89,4,1.7,80,0,40.5
8.36,5,0.0,147,0,48.3
8.39,7,5.1,42,0,46.7
7.87,5,0.0,163,0,46.7
7.89,9,5.8,134,1,51.5
7.93,2,0.0,46,1,23.0
7.66,5,6.5,167,0,44.1
7.77,7,0.0,168,0,42.1
7.75,3,4.6,165,1,40.3
7.81,7,4.4,157,0,47.8
7.99,3,0.8,145,1,29.4
8.06,2,4.8,108,1,35.3
8.39,2,0.0,63,1,33.2
7.75,9,0.0,91,0,45.7
8.25,6,0.9,101,1,38.1
7.95,8,0.0,103,0,46.2
7.99,4,0.0,132,0,32.3
8.17,6,0.0,77,0,43.1
7.72,5,0.0,74,1,39.6
8.1,9,0.0,150,0,47.6
8.04,7,0.0,32,1,44.0
8.12,7,0.0,66,0,45.7
8.07,1,0.0,114,0,30.6
8.61,6,0.0,66,1,40.6
7.84,5,0.0,176,1,42.7
7.87,9,0.0,144,1,46.2
7.84,4,0.0,114,0,38.0
7.86,4,7.0,58,1,34.8
7.84,5,0.0,107,0,38.5
8.3,4,6.8,142,0,45.0
8.36,2,2.6,177,0,36.6
7.86,8,0.0,119,0,44.3
7.79,6,0.0,147,1,42.5
8.12,8,0.0,75,1,43.6
7.86,8,0.0,139,1,42.0
8.16,4,0.0,83,1,38.9
8.05,6,0.0,76,0,46.9
7.62,2,0.0,124,1,32.2
8.39,9,0.0,78,0,44.5
8.45,5,8.7,151,0,48.1
7.85,5,0.0,174,0,42.6
7.9,4,1.9,108,0,33.2
8.07,5,0.0,97,0,42.7
8.08,4,0.0,71,1,33.8
8.16,5,0.0,107,0,43.0
8.5,8,7.6,131,1,48.4
7.96,8,0.0,105,1,44.1
7.8,4,0.0,139,0,39.1
7.66,5,8.0,144,1,41.8
7.82,8,0.0,55,0,45.3
7.99,2,0.0,148,0,33.4
8.45,8,8.0,170,1,47.1
7.87,3,1.6,37,0,27.2
8.06,7,0.0,130,0,42.6
8.0,6,0.0,136,0,44.7
8.3,6,1.2,149,1,38.0
8.63,8,0.4,107,0,50.8
7.87,2,0.0,161,0,38.1
7.88,4,3.4,128,1,37.8
8.26,6,0.0,110,0,41.7
8.17,8,0.0,150,0,50.6
8.46,3,0.0,173,0,41.4
8.15,8,0.0,161,0,47.1
7.91,5,0.0,173,1,38.2
8.15,3,0.0,88,1,29.2
8.28,7,0.0,59,0,43.7
8.21,2,0.0,128,0,27.6
8.13,6,0.0,42,0,38.9
8.27,2,2.8,145,1,30.5
8.29,5,6.2,83,1,39.7
8.35,6,0.0,117,1,37.2
8.16,6,11.1,143,0,43.8
7.96,5,0.0,121,0,37.6
8.04,5,0.0,82,0,37.1
8.3,3,3.6,168,1,39.7
7.8,5,0.0,155,0,38.2
8.09,9,0.0,136,1,43.6
7.9,8,0.0,148,0,43.2
8.01,3,0.0,111,0,38.4
8.32,1,0.0,105,1,27.5
8.05,9,3.3,68,0,49.8
8.01,6,0.0,160,0,38.4
7.66,6,4.6,106,0,38.0
8.19,7,0.4,147,0,42.8
8.16,4,0.0,93,1,38.9
8.54,5,0.0,159,1,35.8
7.92,9,0.0,57,1,41.4
8.05,7,0.0,139,0,44.7
8.06,3,0.0,160,1,31.7
8.39,3,7.6,143,0,42.9
7.98,3,2.4,148,1,31.9
8.07,7,0.0,126,0,41.1
8.15,4,0.0,131,0,46.3
8.05,1,0.0,47,1,22.9
7.89,9,0.0,85,0,49.5
8.05,3,0.6,151,0,33.8
8.27,1,6.6,175,1,29.5
7.74,4,0.0,128,0,36.7
8.03,4,0.0,151,0,34.4
7.82,5,0.0,146,1,35.8
8.3,9,0.0,180,1,45.6
7.62,8,0.0,159,0,50.2
7.86,5,0.0,139,0,35.2
8.09,5,0.0,59,1,37.0
8.39,6,0.0,103,0,43.1
7.98,4,0.0,85,1,32.6
7.86,2,0.0,165,0,31.7
8.47,9,0.0,116,0,50.0
7.64,3,0.0,128,1,32.2
7.45,3,0.0,177,0,36.7
8.11,5,0.0,163,0,40.4
7.87,5,1.6,158,0,37.9
7.74,1,0.0,65,0,31.1
8.18,3,0.0,36,0,33.1
8.06,5,2.4,61,0,37.6
7.86,7,0.0,153,0,41.6
7.68,3,0.5,110,1,34.2
8.22,5,0.0,59,1,39.5
8.16,6,0.0,153,1,41.9
7.98,8,0.0,75,0,46.7
8.46,4,0.0,135,1,39.5
7.73,3,0.0,153,0,34.4
7.62,5,0.0,137,0,45.6
7.83,7,1.5,180,0,43.1
7.99,2,0.0,114,1,29.1
8.06,5,0.0,95,0,36.7
7.94,1,0.0,76,0,29.5
8.09,1,5.2,123,0,39.4
7.69,5,7.3,165,0,43.8
8.36,4,4.5,175,0,43.9
7.98,8,0.0,178,0,39.2
8.28,6,0.0,127,1,41.0
8.09,5,0.0,137,1,40.3
8.11,5,0.0,134,0,40.7
8.14,5,5.3,118,0,39.9
8.11,1,0.9,67,0,26.4
8.16,8,0.0,47,0,42.7
8.33,10,0.0,114,1,44.6
8.05,3,0.0,73,0,38.6
8.18,2,0.0,169,1,33.3
7.98,3,0.0,155,0,40.5
8.36,7,0.0,138,1,41.6
7.83,7,6.7,43,1,40.0
8.45,8,0.0,139,1,42.8
7.99,7,1.8,139,0,44.2
7.64,5,0.0,115,0,37.1
8.03,6,0.0,143,1,43.2
7.83,7,0.0,166,0,47.7
8.21,6,0.0,155,1,41.2
7.84,5,0.0,119,1,31.2
7.89,6,0.0,87,1,38.4
7.53,6,0.0,120,0,39.7
7.89,6,5.2,175,1,47.5
7.39,6,0.0,162,0,44.2
7.6,7,2.3,37,1,39.3
8.19,6,0.0,158,0,37.1
8.2,6,0.0,70,0,40.4
8.11,7,0.0,132,1,39.7
7.76,5,0.8,160,1,38.9
7.99,4,0.0,131,0,34.3
8.0,1,0.0,109,0,31.3
7.71,6,0.0,97,0,33.7
8.38,6,0.0,94,0,37.8
8.22,10,4.4,164,0,52.5
7.94,5,0.0,162,1,36.1
8.01,5,0.0,162,1,39.1
8.05,3,5.3,90,1,29.6
7.49,2,0.0,159,0,31.0
7.94,7,0.0,40,1,36.6
7.83,4,0.0,77,0,37.7
7.75,6,6.6,125,1,41.7
7.93,7,1.1,110,1,38.3
8.45,5,0.0,58,1,32.6
8.16,8,5.8,41,0,46.1
7.86,5,0.0,137,0,34.8
8.14,4,0.0,96,1,38.9
8.35,8,0.0,34,1,41.5
8.23,8,0.0,113,0,43.8
8.01,3,0.0,94,1,28.3
7.84,1,9.9,133,1,30.1
8.17,2,0.0,173,0,36.1
8.1,4,1.8,95,0,33.0
8.22,10,0.0,180,1,49.4
8.16,6,0.0,52,0,41.9
8.26,5,0.0,53,1,33.5
7.87,8,0.0,150,1,40.7
8.33,5,3.1,154,0,45.8
8.05,4,0.0,112,1,30.9
8.52,9,7.3,91,0,52.4
7.83,8,5.4,159,0,50.5
8.43,8,0.0,176,1,44.1
8.05,6,0.0,179,0,40.1
7.84,7,0.0,140,0,42.5
7.88,3,0.0,153,0,36.9
7.92,6,0.0,162,0,40.7
8.11,10,0.0,159,0,53.4
8.13,4,0.0,180,0,38.8
7.86,8,1.0,161,1,42.9
7.99,5,0.0,144,0,38.1
8.54,1,0.0,105,0,32.4
8.43,7,0.0,136,1,45.9
8.11,3,9.1,168,0,42.7
8.01,6,0.0,94,1,35.2
8.03,2,0.0,38,1,30.9
8.15,9,3.0,98,0,47.3
7.74,4,5.7,176,0,47.0
7.94,3,2.2,159,0,37.1
7.58,2,0.0,73,1,24.9
8.1,9,11.0,33,1,51.3
8.16,7,0.0,144,0,44.2
7.88,7,3.9,133,0,47.8
8.39,5,0.0,51,1,35.8
7.69,5,0.3,177,0,36.6
7.63,2,7.8,138,0,37.1
8.06,6,0.0,142,0,44.1
8.26,4,0.9,165,1,37.3
8.42,10,0.0,99,1,51.8
7.89,8,0.0,131,0,47.2
8.27,5,0.0,133,0,39.9
7.99,3,2.0,177,0,38.7
7.96,7,0.0,62,0,40.7
8.22,2,0.0,155,0,35.7
8.16,3,0.0,133,0,37.1
7.61,3,3.1,164,0,33.7
8.37,6,6.0,163,0,49.9
8.35,7,0.0,33,0,49.0
7.84,4,0.0,86,1,34.6
8.1,2,0.0,72,1,22.7
8.12,5,0.0,118,1,35.6
8.07,7,0.0,171,0,41.9
7.86,3,0.0,31,0,31.3
7.83,3,13.0,121,0,44.7
7.99,9,0.0,169,1,44.7
8.29,9,0.0,173,0,56.4
8.14,10,0.0,143,0,43.0
7.91,8,0.0,163,0,46.5
8.19,3,0.0,97,1,33.1
7.3,3,0.0,91,1,25.9
8.29,4,3.9,43,1,31.9
7.57,4,0.0,123,0,38.7
7.91,9,0.0,117,1,50.9
7.72,7,9.7,105,1,51.8
7.68,7,0.6,58,1,37.7
8.29,3,3.8,82,1,38.1
7.88,9,0.7,77,0,47.0
8.09,8,1.2,175,1,48.5
7.99,3,0.0,177,1,33.3
8.12,8,2.4,31,0,41.9
8.02,4,0.0,70,1,37.8
7.68,2,0.0,169,0,39.3
8.25,7,0.0,40,1,38.0
7.88,7,0.0,175,0,48.2
7.61,2,0.0,106,0,31.2
7.89,4,0.0,128,0,43.9
8.38,10,0.0,155,1,45.1
8.21,7,9.6,84,1,45.7
7.91,7,4.5,56,0,40.2
7.91,3,0.0,161,0,31.4
7.92,2,4.8,179,1,34.1
8.52,4,0.0,143,0,38.0
8.1,4,3.8,162,1,35.2
8.11,4,0.0,175,1,38.8
8.26,3,0.0,81,1,35.6
8.06,6,0.0,101,1,39.9
7.94,4,0.0,79,1,27.4
7.95,8,0.0,46,0,44.9
7.98,3,0.0,152,0,37.1
7.99,5,0.0,65,0,35.4
8.18,1,0.0,54,1,27.3
8.01,5,0.0,102,1,34.6
8.18,2,7.3,46,0,33.1
7.98,10,0.0,72,0,45.6
8.02,8,0.0,48,0,46.6
7.5,5,0.0,168,1,40.7
8.23,2,1.2,157,0,35.0
8.09,6,0.0,166,0,46.4
8.25,7,6.0,167,0,54.2
7.3,3,0.0,175,0,35.5
8.52,6,0.0,73,0,41.5
7.97,8,0.0,170,0,49.0
8.28,7,0.0,126,1,39.4
7.74,8,0.0,69,0,45.7
8.15,8,0.0,143,1,44.7
7.74,9,0.0,98,0,43.2
7.84,5,2.6,42,1,31.5
8.48,6,0.0,50,0,37.9
7.95,8,0.0,112,0,47.4
8.05,7,0.0,162,0,44.4
8.22,10,0.0,95,0,50.3
8.12,1,0.0,156,0,36.3
8.04,5,12.6,45,0,46.3
8.09,4,3.5,108,0,37.4
8.6,4,0.0,61,0,34.2
7.99,3,7.6,166,1,39.0
8.05,7,0.0,177,1,39.9
8.26,2,0.0,97,0,36.7
8.28,7,0.0,179,0,47.2
8.3,7,0.0,154,0,46.2
8.16,4,0.0,30,0,32.2
7.71,4,0.0,121,0,38.6
8.41,6,0.0,163,0,47.5
7.71,7,4.8,127,1,43.0
8.08,8,0.0,130,1,46.5
7.81,8,4.5,116,1,44.1
7.98,9,0.0,108,0,47.8
8.08,6,0.0,37,1,42.8
8.08,9,4.7,139,1,47.9
8.11,8,0.0,156,1,46.2
8.4,8,0.0,158,0,47.2
8.11,1,0.0,139,1,29.5
7.94,9,0.0,100,1,46.7
8.24,5,0.0,36,0,35.0
8.3,8,0.0,170,0,46.3
7.69,2,7.9,113,1,35.5
8.15,5,0.0,136,1,37.9
8.18,4,0.0,75,1,37.0
7.93,4,0.0,64,1,33.4
8.34,2,0.0,52,0,37.4
7.96,8,0.0,159,1,46.4
8.03,1,0.0,142,0,37.2
7.96,4,0.0,139,0,42.9
8.0,3,4.5,172,1,34.5
7.73,6,0.0,68,1,41.0
7.64,4,3.7,70,1,37.0
8.4,4,0.0,74,1,36.6
7.79,5,0.0,112,0,42.4
7.75,7,0.0,167,0,43.9
7.46,2,2.2,168,1,32.4
7.84,3,0.0,135,0,34.0
7.67,4,5.8,143,0,47.7
8.41,10,3.4,170,0,52.9
8.25,5,3.7,139,0,39.2
7.83,6,0.0,81,0,37.8
8.56,4,1.1,149,0,40.2
8.25,5,1.6,156,1,39.1
7.92,2,0.0,140,1,33.1
7.38,1,2.2,89,0,29.7
8.57,5,2.9,109,1,38.0
7.65,5,0.0,119,0,40.1
7.59,3,0.0,65,1,33.0
8.26,7,0.0,116,0,45.2
8.61,10,0.0,68,1,50.2
8.35,5,0.0,123,1,37.8
8.14,6,0.0,44,0,39.1
8.15,9,0.0,175,1,49.5
8.21,8,0.0,84,1,43.3
8.19,5,4.6,118,1,42.8
8.07,7,0.0,39,0,46.4
8.03,2,3.2,75,1,30.3
7.98,6,0.0,147,0,44.5
7.81,4,3.3,58,1,37.2
7.93,3,1.4,139,1,34.7
7.58,5,0.0,30,0,37.4
7.98,3,0.0,118,1,32.5
7.75,7,0.0,151,0,45.1
7.72,5,0.8,173,1,39.5
8.04,6,9.1,122,0,45.6
8.35,3,0.0,164,0,32.3
8.23,3,0.0,160,0,36.7
7.61,6,0.0,93,1,36.5
7.75,10,0.0,168,0,56.3
8.24,2,3.0,141,1,33.9
7.75,4,0.0,56,1,33.5
7.94,8,5.6,174,0,49.8
8.14,2,5.8,71,0,33.6
7.76,8,2.9,119,0,44.8
8.03,6,0.0,118,1,35.0
7.67,5,0.0,139,0,41.5
7.85,4,0.0,144,1,35.7
8.08,4,3.3,82,0,42.9
7.6,4,0.0,102,1,34.5
8.11,8,0.0,65,0,45.6
8.0,7,6.2,61,0,40.0
8.14,7,0.0,162,0,51.3
8.06,8,0.0,154,0,47.5
8.34,4,0.0,115,0,31.8
8.03,6,0.0,54,0,40.6
7.89,5,0.0,116,0,36.8
8.03,7,0.0,92,0,40.7
8.14,4,2.0,157,1,37.9
8.01,6,4.9,55,1,38.1
8.01,8,0.0,116,1,46.2
7.82,5,3.7,135,0,41.5
7.83,2,0.0,179,0,35.5
7.65,6,0.0,53,0,40.6
8.44,4,3.8,59,1,36.7
7.69,7,0.0,179,1,42.6
7.83,9,0.0,110,1,45.1
7.82,5,0.0,153,0,44.6
8.22,5,0.0,158,1,40.8
7.93,7,0.0,96,0,41.0
8.31,2,1.4,79,0,30.1
7.83,4,0.0,89,0,33.7
8.07,9,7.4,155,0,55.3
7.79,7,0.0,164,0,41.5
8.54,1,0.0,148,1,28.0
7.7,3,0.0,115,0,30.3
8.08,7,0.0,87,0,46.0
8.16,7,1.7,113,0,47.2
8.1,8,0.0,172,0,50.6
7.95,4,0.0,166,0,37.2
7.97,9,0.0,97,0,42.4
8.01,6,0.0,98,0,38.7
7.96,7,0.0,157,0,41.0
8.24,6,0.0,113,1,35.1
8.55,2,0.0,132,1,35.1
7.86,9,0.0,112,0,47.1
7.66,2,3.4,84,1,31.0
7.98,4,0.0,74,0,39.3
8.64,8,1.6,64,0,44.0
7.8,6,0.0,33,1,37.5
8.41,8,0.0,90,0,42.0
8.42,6,0.0,70,1,39.1
7.86,5,0.0,86,0,41.4
8.14,9,0.0,50,1,40.2
8.41,1,0.0,100,0,33.7
7.91,8,0.0,126,1,43.8
7.95,4,3.1,175,0,39.4
7.85,8,9.8,101,0,47.5
7.75,3,4.7,38,1,32.7
7.84,6,0.0,103,1,39.4
7.69,8,0.0,161,1,42.7
8.01,5,0.0,100,0,36.1
7.81,7,0.0,92,1,42.0
8.06,8,0.0,172,1,48.5
7.61,7,0.0,93,0,45.1
8.08,9,0.0,177,0,55.1
8.21,5,2.8,163,0,41.1
7.5,3,4.6,146,0,33.2
8.09,1,0.0,136,1,29.7
8.31,4,0.0,80,0,35.8
7.7,3,2.8,152,0,40.1
8.42,6,0.0,101,0,39.2
8.1,3,0.0,121,1,29.6
7.82,1,0.0,56,0,28.6
7.99,1,0.0,93,0,30.5
8.14,8,0.0,127,1,45.8
8.02,6,3.2,119,1,40.4
8.13,5,0.0,100,0,33.6
7.77,8,0.0,119,1,53.0
8.04,2,0.0,153,1,31.2
7.65,10,5.0,117,1,58.3
7.97,6,0.0,124,1,38.5
7.77,3,0.0,148,0,32.3
7.82,7,0.0,164,0,43.9
8.31,7,0.0,127,1,45.3
8.27,5,0.0,175,0,43.8
8.15,8,0.0,102,1,44.0
7.73,3,1.5,85,0,34.2
7.92,4,4.1,147,0,40.9
8.3,2,0.0,71,0,31.8
8.04,3,0.0,170,1,37.4
8.58,4,0.0,107,1,38.2
8.1,9,7.7,148,0,51.3
8.05,2,0.0,132,1,26.1
7.92,5,2.2,45,0,34.8
8.03,6,0.0,149,1,38.7
7.96,8,1.3,158,0,48.7
8.18,10,1.6,179,0,53.6
8.24,7,5.7,111,0,49.6
7.8,10,0.0,123,0,50.1
7.67,7,0.0,168,1,46.4
7.54,9,0.0,88,0,47.8
8.13,7,0.0,74,0,43.0
7.72,2,0.0,63,1,23.1
7.46,5,0.0,178,1,38.0
8.1,6,0.0,88,1,39.6
8.62,5,0.0,155,0,40.1
8.0,4,0.0,116,0,33.8
8.21,6,0.0,83,0,44.5
8.02,9,0.0,172,0,47.1
7.98,1,0.0,118,1,28.2
8.23,7,0.8,132,1,42.5
7.93,7,0.0,80,1,41.0
8.07,9,0.0,97,0,45.0
8.08,9,0.0,154,1,46.3
7.83,7,0.0,100,1,37.1
8.25,6,0.0,124,1,39.8
7.96,3,3.5,59,1,33.9
7.81,6,0.0,165,0,45.4
8.13,7,0.0,152,0,49.8
7.78,8,0.0,155,1,42.9
8.01,7,0.0,72,1,38.7
8.0,3,6.0,122,1,39.7
8.27,6,0.0,37,0,41.7
8.12,4,2.1,96,0,42.0
7.99,1,0.0,101,1,33.1
8.2,3,8.2,172,0,39.6
8.35,2,0.0,180,0,38.1
8.14,8,0.0,138,0,45.3
8.0,4,0.6,125,1,39.6
7.67,4,0.0,115,0,32.9
7.73,9,0.0,35,1,44.9
7.92,5,0.0,159,1,35.9
7.85,1,0.0,145,1,29.8
7.95,4,0.0,142,0,41.7
8.01,2,0.0,160,0,32.3
8.13,2,0.0,173,1,27.5
7.98,2,0.0,107,1,28.8
8.12,6,0.0,113,0,40.7
8.02,3,0.0,178,0,33.1
7.51,5,6.2,144,0,36.8
7.77,8,0.0,165,0,50.6
7.96,5,6.4,80,1,43.6
7.7,9,0.0,96,0,45.1
8.15,5,0.0,108,1,35.7
8.38,5,0.0,96,0,42.3
8.3,7,0.0,169,0,48.7
7.95,2,0.0,124,0,38.3
8.37,2,0.0,176,0,37.5
8.04,7,0.0,97,1,37.3
7.92,5,7.0,40,0,43.6
7.85,8,6.8,64,1,43.1
7.92,9,0.0,79,0,46.8
7.9,5,0.0,141,0,43.3
8.04,6,0.0,72,0,37.7
8.04,6,0.0,106,0,41.3
8.0,10,0.0,159,1,45.1
8.11,8,0.0,61,0,41.7
8.3,9,0.2,51,1,42.6
8.24,4,0.0,128,0,43.1
7.63,7,0.0,148,0,44.0
7.36,4,1.4,171,1,43.1
8.23,3,0.0,144,1,36.4
7.66,9,0.0,175,0,52.1
7.94,1,2.6,84,0,27.8
7.71,9,0.0,100,1,43.6
7.55,3,0.0,164,1,29.0
8.14,8,0.0,161,1,43.9
8.19,4,0.0,144,0,37.2
7.86,5,11.0,124,1,42.8
7.35,3,0.0,35,1,30.5
7.86,6,0.0,90,1,36.8
8.1,4,0.0,68,1,35.6
7.63,7,3.6,44,0,38.6
8.05,1,0.0,157,1,30.4
8.0,2,0.0,62,1,27.0
8.14,2,1.6,102,1,31.5
8.03,5,6.5,178,0,47.9
7.76,8,0.0,110,0,41.0
8.3,8,0.0,64,0,49.7
7.96,4,0.0,147,0,37.5
7.99,6,0.0,161,0,48.6
7.77,7,0.0,90,1,39.7
7.89,4,0.0,160,1,39.3
7.78,5,0.0,89,1,35.3
7.96,6,0.0,147,1,40.3
8.43,3,6.7,61,0,38.9
7.66,1,0.0,113,0,29.1
7.6,3,0.0,126,0,33.6
8.37,6,0.7,151,0,44.8
7.95,2,0.0,142,0,35.2
7.83,3,0.0,165,1,33.8
8.26,4,0.0,73,0,38.2
7.85,2,0.0,143,0,28.8
8.46,3,0.0,61,0,37.3
8.17,9,0.0,120,0,46.6
7.88,1,0.0,126,1,22.7
8.54,7,0.0,37,0,48.4
7.85,5,0.0,48,1,38.3
8.19,7,0.0,164,0,45.8
8.07,6,0.0,91,0,44.3
8.33,3,0.0,101,0,34.5
8.39,8,5.4,141,0,49.6
8.01,5,0.0,80,1,33.6
7.81,8,0.0,75,0,42.5
8.11,5,0.0,112,1,35.9
7.83,10,0.0,46,1,42.8
8.5,7,5.4,172,0,41.5
8.03,9,5.5,174,0,52.8
7.91,6,0.0,116,0,38.5
8.05,5,3.5,78,0,41.5
7.66,7,0.0,119,1,39.4
7.76,8,3.0,55,0,47.4
8.3,9,0.0,109,0,48.9
7.84,4,0.0,49,1,28.1
7.74,8,3.4,149,1,41.7
8.13,3,0.0,89,1,27.9
8.3,6,1.6,126,1,38.1
8.18,3,0.0,34,1,28.0
8.25,4,0.0,126,1,38.0
7.81,9,0.0,30,1,42.8
7.64,3,0.0,173,0,30.3
8.38,6,0.0,123,0,40.2
7.92,6,0.0,55,0,39.5
7.94,2,0.0,100,0,29.2
8.33,4,3.8,42,0,38.4
8.14,6,0.0,127,0,39.8
8.11,3,3.1,60,1,32.1
8.54,8,0.0,119,0,45.8
7.84,10,0.0,94,0,49.8
8.23,3,0.0,155,0,41.1
8.01,3,11.9,121,0,45.1
8.07,5,0.0,165,1,34.9
8.38,7,0.0,175,1,51.1
8.13,4,1.7,177,0,44.0
8.13,1,0.0,87,0,28.1
8.27,6,1.1,156,0,41.6
7.91,9,0.0,114,0,49.0
7.79,5,0.0,113,0,41.0
7.74,5,0.0,167,1,42.7
7.51,9,0.0,65,0,47.1
8.51,7,1.4,120,0,44.1
7.72,7,1.3,135,1,40.0
7.94,6,0.0,47,0,41.3
7.93,10,6.3,166,1,48.6
8.08,7,0.0,96,1,45.0
8.2,8,0.0,143,1,42.8
8.22,7,0.0,173,0,49.0
7.85,7,0.0,150,0,48.1
7.96,4,0.0,169,0,47.9
8.07,4,0.0,48,0,34.5
7.94,7,0.0,122,0,43.1
8.4,4,3.9,131,0,40.1
8.12,6,5.0,147,1,43.4
8.18,4,0.0,59,0,34.1
8.17,8,0.0,143,1,48.0
8.29,2,0.0,65,0,35.1
8.05,8,0.4,48,1,40.6
7.68,6,0.0,119,1,35.8
8.1,3,0.0,136,0,34.6
7.84,6,2.0,176,1,39.9
7.87,4,0.0,148,1,36.4
8.15,4,0.0,135,1,35.8
8.31,5,0.0,79,1,38.6
8.01,2,0.0,67,0,35.9
8.08,10,2.8,137,0,53.9
8.43,1,0.0,80,1,29.5
8.06,7,0.0,149,1,49.4
8.65,5,0.0,59,1,38.1
8.14,6,0.0,100,0,40.1
7.56,5,0.0,156,1,36.4
8.19,7,0.0,163,0,40.8
8.1,7,0.0,101,0,45.3
8.32,7,0.0,77,0,41.9
8.17,2,0.0,176,1,29.4
7.97,7,0.0,155,1,39.4
7.69,4,3.2,160,0,43.2
7.95,1,0.0,80,1,25.7
7.79,5,6.3,112,0,44.9
7.85,5,0.0,48,1,35.2
8.15,5,3.3,57,0,40.7
8.42,7,0.0,80,0,42.7
8.1,4,0.0,94,0,38.4
7.7,4,0.0,180,1,34.2
8.11,2,0.0,112,1,30.5
8.3,7,0.9,148,0,49.4
7.85,6,0.0,171,0,46.9
7.97,4,0.0,84,0,34.9
8.0,7,3.9,65,1,42.8
7.8,6,0.0,84,0,42.0
8.16,5,0.0,168,0,42.2
7.97,6,0.0,144,1,41.7
8.1,6,0.0,116,0,44.3
7.78,7,2.3,162,1,48.6
7.89,4,0.0,83,0,42.5
8.18,3,0.0,83,1,31.0
7.91,3,0.0,132,1,37.3
8.43,6,0.0,158,0,45.3
7.9,8,0.0,87,1,41.4
8.06,5,0.0,78,0,40.3
8.23,3,0.0,119,1,32.0
7.65,7,3.7,63,0,43.5
7.56,8,0.0,154,1,39.8
7.62,8,0.0,133,0,45.9
8.32,6,0.0,125,0,45.5
7.86,8,6.1,167,1,50.1
8.64,1,0.0,152,1,31.5
7.86,2,6.9,66,1,37.4
8.05,2,8.4,112,0,44.3
8.39,7,1.5,97,1,43.7
8.5,2,0.0,160,0,40.2
8.52,5,0.0,150,1,39.8
8.3,5,0.0,119,0,40.6
8.26,4,1.4,162,0,43.0
8.15,8,4.9,110,1,46.0
8.19,3,5.4,160,1,30.0
7.86,5,0.0,39,0,36.0
7.8,7,0.0,63,0,37.3
8.0,1,0.0,154,0,30.7
7.96,7,0.0,59,0,40.4
7.89,8,0.0,146,0,45.1
8.17,9,0.0,151,1,43.6
8.24,8,2.8,144,1,42.6
8.02,4,0.0,161,0,36.7
8.37,6,5.0,124,1,41.7
7.71,2,24.8,170,1,44.8
7.95,4,0.0,132,0,38.4
7.82,2,0.0,124,0,34.8
7.53,4,0.0,124,0,33.3
7.98,8,0.0,171,0,45.1
7.97,4,0.0,84,0,41.2
8.38,6,0.0,147,1,42.8
8.16,5,6.0,84,1,37.2
7.74,5,0.0,54,1,30.2
8.46,9,0.0,176,1,46.7
8.31,4,6.4,62,1,36.5
8.15,6,0.0,146,0,45.0
7.94,5,0.0,112,0,32.3
7.76,2,4.9,163,0,33.7
7.91,5,0.0,156,0,45.9
8.27,8,0.0,65,1,42.3
8.47,2,14.0,119,0,42.7
8.39,2,0.0,37,0,29.8
7.88,3,0.0,113,1,34.1
7.72,7,0.0,148,1,35.7
8.04,7,0.0,82,0,41.7
7.56,6,4.7,161,0,38.5
8.08,5,2.5,44,0,39.0
7.96,8,0.0,39,0,42.3
7.88,7,3.3,37,1,35.3
7.6,8,3.7,90,1,46.6
8.13,8,0.0,118,0,48.5
7.87,6,0.0,57,0,42.7
7.71,5,0.0,180,0,36.2
7.3,8,0.0,180,1,40.2
7.99,9,0.0,126,0,52.2
8.44,1,0.0,132,1,31.7
8.42,2,0.0,173,0,39.9
7.89,9,9.4,156,0,54.1
7.85,4,4.0,70,0,37.6
8.12,8,0.0,159,1,46.5
7.75,5,3.7,82,0,36.0
8.08,2,0.0,113,1,30.6
